year,month,bofaml_ea_hyld_oas_a,bofaml_us_hyld_oas_a,broad_eur,broadexea_usd_a,bund10y_a,bund1y_a,ea_gdpdef,ea_krippner,ea_rgdp,ea_wuxia,eurusd_a,fedfunds,sp500_a,stoxx50_a,sveny01_a,sveny10_a,us_gdpdef,us_krippner,us_rgdp,us_wuxia
2010,8,6.645,6.755909,458.0979947,454.13287,2.590909,0.47590908,460.73935,0.14,1468.6277,0.53518,-25.405279,0.19,699.10919,790.50854,0.30287727,2.904249993,456.6687,-1.67,961.69476,-0.698543958
2010,9,6.213182,6.4213638,458.4048689,453.30569,2.5090909,0.52227271,460.80838,0.41,1469.1359,0.804367,-26.723234,0.19,702.27777,792.51398,0.296080948,2.867685727,456.79245,-1.68,962.11304,-0.795698812
2010,10,5.5323811,6.0119047,461.8185123,451.21591,2.5557144,0.74714285,460.87424,0.7,1469.8442,0.959316,-32.911861,0.19,706.60474,794.35358,0.249085,2.74898001,457.06198,-2.08,962.49475,-0.995158009
2010,11,5.7763638,5.8727274,460.6669062,451.17523,2.7654545,0.80136365,460.91394,0.58,1469.3329,0.764616,-31.168982,0.19,708.90741,794.05475,0.283939999,2.956334996,457.22931,-2.31,962.14783,-0.956014091
2010,12,5.9965219,5.5513043,458.4967479,451.33752,3.1761906,0.64190477,460.96045,0.44,1469.09,0.521886,-27.912958,0.18000001,712.4021,794.63843,0.326872725,3.544518211,457.38641,-1.76,962.66492,-0.884818562
2011,1,5.5138097,5.1242857,458.4252938,450.16586,3.2561905,0.75904763,461.04587,0.83,1469.8573,0.678463,-28.94626,0.17,715.66327,797.24445,0.301104999,3.631815016,457.57425,-1.5,961.53253,-1.011230476
2011,2,5.0089998,4.6574998,459.7138014,449.67184,3.4295001,1.059,461.08984,0.86,1470.4604,0.63638,-31.104633,0.16,718.61938,801.15442,0.332978948,3.797794744,457.73782,-1.22,961.77069,-1.091306473
2011,3,5.0573912,4.8365216,461.3039144,449.02649,3.4347825,1.2269565,461.2099,1.14,1470.1704,0.711471,-33.636719,0.14,717.34656,796.88751,0.291539133,3.639621735,457.97482,-1.33,963.08734,-0.991459607
2011,4,4.8755002,4.6574998,462.8105157,447.53558,3.5705264,1.4078947,461.32544,1.22,1470.1991,0.85815,-36.745132,0.1,719.3996,798.84985,0.285395002,3.685235012,458.22241,-1.12,963.20801,-1.066277564
2011,5,4.9836364,4.8468184,462.045281,447.36978,3.2927272,1.444091,461.42703,1.09,1470.149,1.030455,-36.091667,0.090000004,719.91205,796.73102,0.213971429,3.387476206,458.46429,-1.48,962.86761,-1.14043546
2011,6,5.4745455,5.4900002,462.192897,447.47806,3.1422727,1.3622727,461.48642,1.15,1470.1141,1.340296,-36.378365,0.090000004,716.02191,792.52991,0.206800001,3.217159076,458.56717,-1.96,962.38177,-1.121865999
2011,7,5.9895239,5.427619,461.2939923,446.41525,2.96,1.242381,461.57831,0.99,1470.1401,1.264553,-35.511543,0.07,718.92261,791.66241,0.21525,3.229035003,458.86316,-2.13,962.68219,-1.192269731
2011,8,7.8413043,6.9904346,461.7197566,447.31268,2.4743478,0.75,461.70288,0.49,1470.2461,0.962406,-36.06657,0.1,707.70819,773.81903,0.146791305,2.465578245,459.10809,-3.18,963.1452,-1.377129802
2011,9,9.1831818,7.6754546,460.8763721,450.14252,2.0259089,0.37181818,461.84824,0.36,1470.1379,0.405396,-31.974121,0.079999998,706.78394,766.05737,0.138004761,2.112733347,459.20303,-3.73,962.36676,-1.402458124
2011,10,9.1766663,7.9085712,461.3237557,451.47772,2.2176189,0.42619047,462.00644,0.42,1469.6948,0.578893,-31.50923,0.07,709.52911,774.52209,0.168095001,2.294769984,459.12015,-3.24,963.97632,-1.43724789
2011,11,8.9309092,7.6063638,460.8962984,452.10654,2.1127272,0.22772728,462.11533,0.23,1469.8606,0.066369,-30.415195,0.079999998,711.14783,771.34967,0.15424,2.124179995,459.22366,-3.08,963.78503,-1.483538621
2011,12,9.6523809,7.5304761,459.2388852,452.63083,2.1833334,0.057142857,462.19119,-0.07,1470.0739,-0.73268,-27.593664,0.07,712.54376,773.31384,0.156428572,2.079157159,459.29327,-2.96,963.79175,-1.466437995
2012,1,9.4971428,6.835238,457.0889252,451.55768,2.0177274,0.056363638,462.30762,-0.35,1470.2365,-0.29505,-25.495279,0.079999998,717.04877,777.55145,0.146955001,2.059384996,459.61389,-2.93,964.14185,-1.539785962
2012,2,8.0990477,6.2442856,457.4710979,449.77106,2.0509524,0.1395238,462.38611,-0.46,1469.1394,-0.46678,-27.941038,0.1,720.9657,782.73071,0.198475,2.049645013,459.84909,-3.02,965.57745,-1.451687169
2012,3,7.2281818,5.9618182,457.7079306,450.44971,2.0513637,0.12272727,462.50375,-0.3,1469.8988,-0.21804,-27.768467,0.13,723.64001,783.6673,0.230554545,2.277136358,460.04028,-2.75,964.25372,-1.266089579
2012,4,7.6830001,6.1335001,457.5432368,450.78287,1.8657895,0.081052631,462.63486,-0.53,1469.0544,-0.40327,-27.471287,0.14,723.44202,775.79114,0.223104763,2.137347607,460.19406,-2.74,964.91644,-1.262019666
2012,5,8.2082605,6.3134785,456.4139836,452.46667,1.5763637,0.033181816,462.67023,-0.88,1469.4769,-0.92082,-24.584137,0.16,720.11053,769.51807,0.2265,1.851045446,460.20874,-3.13,965.22565,-1.237225286
2012,6,8.4785709,6.7871428,455.7764064,453.77856,1.5342857,0.013809524,462.77435,-0.59,1469.5028,-0.67434,-22.521875,0.16,718.78741,767.42908,0.235361904,1.656390463,460.28696,-3.26,965.06769,-1.111066935
2012,7,8.2245455,6.355,453.7533537,452.68521,1.4104545,-0.056363635,462.87726,-1.06,1469.2946,-0.94126,-20.601181,0.16,721.50116,772.21454,0.215947617,1.555395251,460.44586,-3.31,965.50446,-1.178774127
2012,8,7.596087,5.9230433,453.7105455,451.78366,1.52,-0.074347824,462.98163,-1.25,1469.3135,-1.07731,-21.506769,0.13,724.66425,779.31879,0.213465218,1.737886957,460.7576,-3.17,964.93427,-1.258669075
2012,9,6.849,5.605,455.9230954,450.60187,1.628,-0.033500001,463.09985,-1.21,1469.2012,-1.01139,-25.112087,0.14,727.46924,783.60718,0.20668421,1.764768431,461.01953,-3.3,965.19794,-1.360464257
2012,10,6.5204544,5.4877272,456.4452353,450.42001,1.6130435,-0.01173913,463.18604,-1.23,1468.9138,-0.933,-26.036272,0.16,727.08063,782.53564,0.222542859,1.77977143,461.23822,-3.59,964.78271,-1.338975141
2012,11,6.3195453,5.7090907,455.902153,451.13834,1.4918182,-0.037727274,463.24933,-1.48,1468.9169,-0.98048,-24.899418,0.16,724.01733,782.95038,0.218399997,1.681185001,461.23691,-3.76,965.22632,-1.422846345
2012,12,5.6859999,5.3365002,457.3679519,450.80243,1.4570588,-0.050000001,463.40009,-1.68,1468.8184,-1.08649,-27.147078,0.16,725.99878,787.30048,0.202095,1.750355011,461.27914,-3.86,965.85474,-1.429900801
2013,1,5.0236363,4.9181819,458.7718792,451.02939,1.6045455,0.053636365,463.60074,-0.85,1468.0912,-0.6074,-28.421143,0.14,730.00037,790.64648,0.184833333,1.965290467,461.45291,-3.71,966.61639,-1.357628472
2013,2,5.3695002,4.993,459.7843411,452.05319,1.631,0.068499997,463.75568,-1.03,1468.1761,-0.80991,-28.953901,0.15000001,732.13727,787.48267,0.187610527,2.048336832,461.75061,-3.56,965.65314,-1.422478556
2013,3,5.197,4.8015003,458.169683,452.5527,1.478,-0.0065,463.93454,-1.41,1469.0208,-0.62494,-25.954004,0.14,734.65131,789.35297,0.18302,2.021490002,461.74539,-3.7,966.0545,-1.440589326
2013,4,5.0890908,4.764091,458.4048689,452.18448,1.3190476,0.00047619,463.99026,-1.66,1468.7705,-0.6751,-26.433622,0.15000001,735.92273,787.6958,0.166363637,1.790563638,461.78864,-4,966.13226,-1.523675285
2013,5,4.6169567,4.3782606,458.5783472,452.77869,1.4263636,-0.011818182,464.05539,-1.48,1469.1558,-0.17957,-26.09516,0.11,740.22632,793.22144,0.154368182,1.986140885,461.90924,-3.96,965.98816,-1.269020085
2013,6,5.2154999,5.0504999,460.4369866,454.08563,1.652,0.061999999,464.11551,-0.77,1468.9257,0.519213,-27.673717,0.090000004,738.93365,788.41534,0.170729999,2.406744981,462.11499,-3.13,966.67773,-0.969520218
2013,7,5.3356524,4.8169565,460.4269781,454.69604,1.686087,0.042608697,464.11868,-0.91,1469.2645,-0.4182,-26.845003,0.090000004,741.96503,789.58026,0.150195454,2.714063634,462.25021,-2.35,966.73499,-1.522271332
2013,8,4.880476,4.7509522,461.7296366,454.83954,1.8863636,0.080909088,464.14032,-0.64,1469.368,-0.22301,-28.588503,0.079999998,742.05096,793.86707,0.148218182,2.898490906,462.43054,-2.34,967.16388,-1.666404526
2013,9,4.79,4.6428571,461.7197566,454.67313,1.9995238,0.093333334,464.19162,-0.86,1469.422,-0.40968,-28.87182,0.079999998,743.07227,795.99426,0.146945,2.954149973,462.57077,-2.07,967.13385,-1.802347805
2013,10,4.5256519,4.554348,462.5266888,453.80746,1.893913,0.076956518,464.23486,-1.04,1469.5326,-0.37846,-31.002663,0.090000004,744.98798,800.24927,0.15889091,2.754240881,462.81656,-2.57,967.55591,-1.852104774
2013,11,4.3314285,4.3238096,462.4874769,454.72009,1.8347619,0.056666669,464.33075,-1.38,1469.8066,-0.28997,-29.956768,0.079999998,748.63092,802.48383,0.14956316,2.877684217,463.00815,-2.83,968.09259,-1.99894111
2013,12,3.7004762,4.0871429,463.9185065,455.21603,1.9711111,0.12,464.46295,-1.13,1469.5311,-0.11825,-31.505722,0.090000004,749.97711,800.95551,0.159614285,3.073033344,463.18155,-2.79,967.82782,-2.133235027
2014,1,3.5718181,3.9677272,463.9378357,456.29996,1.945909,0.10545454,464.64175,-1.38,1469.9226,-0.49043,-30.823122,0.07,750.77966,803.65643,0.144890475,3.006404775,463.30142,-2.4,967.21924,-2.376123278
2014,2,3.4749999,4.0304999,464.265863,456.58792,1.724,0.067999996,464.74365,-1.55,1470.3029,-0.60148,-31.175472,0.07,750.4765,803.43628,0.131836843,2.853026315,463.37088,-2.46,967.63574,-2.54228501
2014,3,3.1542857,3.8076191,465.3293461,456.59695,1.6671429,0.12142857,464.79596,-1.52,1469.943,-0.69597,-32.370281,0.079999998,753.02063,803.71094,0.135514286,2.852161907,463.56406,-2.21,967.66846,-2.624386887
2014,4,3.0257142,3.7052381,464.9761069,456.0101,1.628,0.138,464.81677,-1.51,1470.2601,-0.73402,-32.298374,0.090000004,753.05627,806.19147,0.10657619,2.826785723,463.78278,-1.67,968.40924,-2.891785821
2014,5,3.0945454,3.7536364,464.2273274,455.46423,1.4861904,0.081428573,464.80627,-1.84,1470.1338,-0.82405,-31.712114,0.090000004,754.41754,807.00482,0.094814286,2.659704753,463.98242,-1.49,968.922,-2.985642686
2014,6,3.065238,3.4719048,463.3757643,455.44315,1.4104762,0.013809524,464.84586,-1.95,1470.1713,-0.86085,-30.692024,0.1,757.40686,809.30267,0.124747619,2.707133327,464.1405,-1.31,969.22229,-2.88858154
2014,7,3.3652174,3.6530435,462.9472479,455.04041,1.2586956,0,464.9082,-2.02,1470.4023,-0.95766,-30.298178,0.090000004,758.73431,806.84088,0.129668183,2.638777289,464.31833,-1.07,969.87195,-2.836697391
2014,8,3.6719048,3.9780953,462.3108331,455.95337,1.0809524,-0.017142856,465.008,-2.23,1470.7173,-1.33887,-28.636919,0.090000004,758.13531,803.54492,0.127604762,2.516490471,464.39017,-0.86,970.41718,-2.89256163
2014,9,3.655,4.0599999,460.7168189,457.13431,1.0331818,-0.069545455,465.12674,-2.17,1470.827,-1.33213,-25.469255,0.090000004,759.74915,808.12402,0.140038094,2.634019046,464.48453,-0.57,969.8891,-2.805138911
2014,10,4.1034784,4.514348,460.1162165,458.48828,0.90681821,-0.056363635,465.25449,-2.19,1471.0226,-1.55011,-23.685165,0.090000004,756.87933,801.58679,0.125936364,2.401522734,464.54584,-0.68,970.61011,-2.801709471
2014,11,3.839,4.447,460.0660031,460.20422,0.847,-0.024,465.4021,-2.35,1471.0206,-1.88597,-22.091156,0.090000004,762.29083,804.73108,0.163233334,2.425705539,464.57492,-0.58,970.64111,-2.768344319
2014,12,3.9568181,5.0759091,460.7567311,462.82956,0.70473683,-0.048421051,465.53134,-2.36,1471.1907,-2.24902,-20.95195,0.12,762.75464,805.79938,0.261972727,2.2807273,464.55109,-0.37,970.44702,-2.420747928
2015,1,4.04,5.296,457.0578741,464.1655,0.45857143,-0.13428572,465.67648,-2.33,1471.896,-2.63146,-15.00382,0.11,761.48376,807.23138,0.222470001,1.951655,464.32809,-0.28,971.07928,-2.268755008
2015,2,3.8675001,4.724,455.1558417,465.3085,0.352,-0.18799999,465.90195,-2.1,1471.9191,-2.56119,-12.658936,0.11,764.10852,814.70203,0.251242107,2.069099991,464.50974,-0.07,971.89673,-1.973647789
2015,3,3.814091,4.6645455,452.1244951,466.70975,0.26090908,-0.2240909,466.03452,-1.98,1471.6964,-2.59693,-8.0273142,0.11,764.02692,820.38361,0.303754545,2.128486384,464.73862,-0.01,971.13165,-1.808445075
2015,4,3.8757143,4.6266665,451.0199948,465.62128,0.16250001,-0.264,466.13504,-1.7,1471.958,-2.00418,-7.4940352,0.12,764.72156,822.50684,0.267577273,2.018054545,464.86047,-0.15,972.03375,-1.594953161
2015,5,3.8039999,4.506,453.1308337,465.25998,0.61842108,-0.24578947,466.2691,-1.14,1472.2523,-2.34786,-10.871885,0.12,765.534,819.35529,0.288450001,2.306245005,465.09903,-0.07,971.97974,-1.433637114
2015,6,4.0663638,4.6599998,454.2762726,466.26755,0.88272727,-0.24272728,466.34433,-1.14,1472.4237,-2.34017,-11.447179,0.13,764.9317,816.65332,0.335072725,2.471886375,465.29764,-0.05,972.41833,-1.402027994
2015,7,4.2656522,5.1060867,453.3136983,467.96887,0.80391306,-0.28217393,466.4249,-1.61,1473.1528,-2.56418,-9.4897928,0.13,764.68384,817.28284,0.328122726,2.407690926,465.42438,-0.18,972.35962,-1.288219506
2015,8,4.4738097,5.6580954,455.9649671,470.39307,0.65190476,-0.27238095,466.53549,-1.66,1472.4458,-2.40126,-10.774023,0.14,761.99908,814.30902,0.406519047,2.241776183,465.47672,-0.13,972.2666,-0.920617426
2015,9,4.915,5.8681817,457.409223,471.5564,0.68136364,-0.26090908,466.63675,-1.88,1472.5277,-2.55926,-11.519821,0.14,757.25983,805.97589,0.421585715,2.258433319,465.42371,-0.19,972.73804,-0.742078595
2015,10,5.1622725,6.2109089,456.9232079,470.46747,0.5509091,-0.29727274,466.83798,-2.19,1472.7502,-2.72919,-11.637166,0.12,761.30078,809.37396,0.36572857,2.147319044,465.45807,-0.42,972.54071,-0.532405066
2015,11,4.7819047,6.1361904,453.9777967,471.4476,0.56666666,-0.3604762,466.93567,-2.6,1473.0327,-2.86056,-7.0946569,0.12,764.03662,814.30444,0.58863158,2.363810539,465.48184,-0.05,972.21124,-0.00499965
2015,12,5.0445452,6.8709092,455.902153,472.97333,0.611,-0.37799999,466.95135,-2.17,1473.5131,-2.56156,-8.4030476,0.23999999,762.75122,809.79626,0.748145453,2.336650003,465.38617,0.15,972.51538,0.257343933
2016,1,5.9365001,7.618,457.4298522,475.70224,0.51950002,-0.4285,466.95898,-2.6,1473.8896,-3.22174,-8.2458019,0.34,755.90765,801.61902,0.705857892,2.171821042,465.31805,0.12,972.4834,0.401942968
2016,2,6.0390477,8.2257147,458.7209861,475.04315,0.21666667,-0.48809522,466.98166,-3.18,1473.5643,-3.67688,-10.365461,0.38,755.17529,795.90936,0.606415004,1.867434996,465.26318,-0.2,972.48816,0.525883588
2016,3,5.3418183,6.983182,457.6462022,472.50912,0.19047619,-0.50047618,467.0657,-2.92,1473.8905,-3.76277,-10.422594,0.36000001,761.17273,801.63635,0.679154542,1.975654559,465.44199,0.11,973.56171,0.506534787
2016,4,4.8076191,6.6390476,458.3129055,470.87314,0.16428572,-0.50619048,467.09131,-2.76,1474.1204,-3.62411,-12.566995,0.37,763.79321,801.62207,0.578628566,1.867423818,465.81387,0.14,973.22522,0.407831709
2016,5,4.6913638,6.2609091,458.7108043,472.08282,0.16809523,-0.51476187,467.19943,-2.9,1474.0303,-3.81146,-12.313301,0.37,763.31146,800.0755,0.626842854,1.874328585,466.03433,0.2,973.14911,0.484172489
2016,6,4.7372727,6.1040912,458.3026821,472.3512,-0.006363637,-0.58045453,467.27731,-3.26,1473.9404,-4.3354,-11.585756,0.38,764.18976,797.55426,0.600245451,1.69759092,466.20837,0.17,973.4256,0.417986942
2016,7,4.4457145,5.6471429,458.0570069,472.95001,-0.1452381,-0.65238094,467.33289,-3.55,1474.1637,-4.54475,-10.150883,0.38999999,767.26251,797.87384,0.568859991,1.541014999,466.26181,0.05,973.27698,0.470311804
2016,8,4.0382609,5.3000002,458.4661309,472.15265,-0.14956522,-0.61695653,467.37799,-3.66,1474.4613,-4.52195,-11.435212,0.40000001,768.59174,800.3902,0.612286956,1.602486968,466.38641,0.27,973.80841,0.44985548
2016,9,4.0486364,5.1454544,458.6904377,473.12311,-0.10636364,-0.65818185,467.418,-3.61,1474.5184,-4.56958,-11.440081,0.40000001,767.67542,801.02722,0.660919048,1.682966664,466.50626,0.36,974.30646,0.510288419
2016,10,3.8728571,4.7366667,458.4865433,473.97879,-0.0065,-0.68650001,467.43469,-3.12,1474.9633,-3.62451,-9.7624273,0.40000001,766.99573,802.03174,0.693444997,1.813844991,466.73447,0.4,973.784,0.522724628
2016,11,4.0218182,4.889091,458.1594449,476.38754,0.21272728,-0.7318182,467.44083,-2.34,1475.1343,-4.17792,-7.6696157,0.41,768,801.50909,0.776765001,2.222989988,466.83109,0.52,974.47406,0.4292559
2016,12,3.8866665,4.2857141,457.171681,477.7226,0.32095239,-0.81476188,467.53333,-2.27,1475.5656,-4.52379,-5.2798734,0.54000002,771.71259,807.28101,0.900028572,2.59431428,467.02069,0.62,974.65051,0.422156164
2017,1,3.5390475,4.0114288,457.5535381,477.8186,0.33818182,-0.7318182,467.56329,-2.09,1475.0945,-4.62393,-5.9579172,0.64999998,772.97754,810.12817,0.871295002,2.508019996,467.27646,0.62,974.39801,0.3791602
2017,2,3.4974999,3.8529999,456.8091178,476.05658,0.3105,-0.84799999,467.75021,-2.31,1475.9044,-5.32227,-6.2258887,0.66000003,775.34906,809.95319,0.8812,2.497078971,467.37375,0.67,974.73468,0.391065588
2017,3,3.5008695,3.8982608,457.2026967,475.62286,0.37434784,-0.8595652,467.93341,-1.87,1476.6501,-5.37526,-6.6174765,0.79000002,776.92847,813.94263,1.05669565,2.552926084,467.36124,0.86,975.38885,0.636018155
2017,4,3.513684,3.9163158,456.7987395,474.72906,0.26166666,-0.81611109,468.18323,-1.94,1476.1221,-5.33408,-6.9721546,0.89999998,776.6098,815.80597,1.069410519,2.358994747,467.56351,0.88,974.64893,0.846359595
2017,5,3.087826,3.7434783,458.9040804,474.86649,0.40000001,-0.74363637,468.31894,-1.85,1476.5951,-5.50204,-10.044558,0.91000003,778.12659,818.91663,1.152222731,2.369813648,467.64209,0.98,975.54517,1.029010671
2017,6,2.8881817,3.7509091,459.7843411,473.64777,0.32761905,-0.72238094,468.41473,-1.91,1476.7832,-5.13594,-11.59326,1.04,779.72809,817.40521,1.224349997,2.2308,467.79343,1.03,975.98981,1.056183292
2017,7,2.8609524,3.6919048,461.4625345,472.44281,0.54952383,-0.70285714,468.43301,-1.72,1476.9812,-5.18477,-14.066363,1.15,780.54785,815.58838,1.241839993,2.366479981,467.92929,1.1,975.96027,1.079669606
2017,8,2.7065217,3.8339131,463.0057901,471.66174,0.41173911,-0.73739129,468.47968,-1.99,1477.0082,-5.43884,-16.606396,1.16,780.63544,814.64734,1.228313037,2.256791281,468.16418,1.04,976.20953,1.106300201
2017,9,2.6447618,3.7266667,463.0155439,470.68848,0.40952381,-0.76428568,468.55881,-1.91,1477.7166,-5.2564,-17.51545,1.15,782.11536,816.24554,1.272719991,2.239240026,468.47031,1.1,976.35443,1.10453559
2017,10,2.4590909,3.4922729,462.8105157,472.64398,0.4515,-0.77850002,468.64163,-1.95,1477.0939,-5.31811,-16.175144,1.15,784.65759,819.27594,1.394509531,2.385766665,468.68753,1.25,976.38165,1.156566976
2017,11,2.6063638,3.6818182,462.9472479,472.90872,0.40136364,-0.78636366,468.78162,-1.96,1478.1803,-5.22296,-16.02021,1.16,786.07782,818.89905,1.547842866,2.380457163,468.88303,1.33,977.2934,1.283581415
2017,12,2.8185,3.6005001,463.2396172,472.78961,0.39105263,-0.78684211,468.87802,-1.6,1478.5604,-4.8252,-16.856474,1.3,788.76837,817.8797,1.696764994,2.428570008,469.04141,1.46,977.47314,1.40846047
2018,1,2.5986364,3.3495455,463.9088404,470.67529,0.56954545,-0.67681819,469.03564,-1.15,1478.1621,-4.7183,-19.872137,1.41,793.35742,819.19928,1.83278572,2.597519057,469.24286,1.62,977.62189,1.399485364
2018,2,2.7725,3.5420001,464.3043838,470.10419,0.74699998,-0.66900003,469.11252,-1.12,1478.1577,-5.14663,-21.087114,1.42,790.27051,813.92133,1.98249997,2.890484208,469.45172,1.72,977.62543,1.546020686
2018,3,2.9300001,3.6347618,464.506375,470.51523,0.61714286,-0.69476187,469.25607,-1.25,1478.5581,-5.47613,-20.994057,1.51,790.18103,812.38574,2.080433312,2.856890485,469.68759,1.8,977.51404,1.646319034
2018,4,3.0238094,3.4733334,464.554408,470.32904,0.57249999,-0.667,469.379,-1.16,1478.7057,-5.59548,-20.505659,1.6900001,788.36121,814.82172,2.169609524,2.863914285,470.03622,1.92,977.99048,1.705115737
2018,5,3.2082608,3.4686956,463.4826071,472.9726,0.55428571,-0.67285717,469.50891,-1.36,1478.5789,-6.13478,-16.649372,1.7,790.14905,817.09589,2.281468153,2.983945435,470.34149,2.05,978.74603,1.769170334
2018,6,3.5676191,3.4395239,463.4437684,474.66263,0.4390476,-0.69761902,469.6152,-1.48,1478.9406,-6.34085,-15.511946,1.8200001,792.08936,814.39508,2.335671414,2.920547622,470.52826,2.07,978.42267,1.890022493
2018,7,3.6118181,3.5899999,464.6887779,474.92007,0.35636362,-0.69045454,469.75717,-1.43,1478.5306,-6.29016,-15.577504,1.91,793.50293,814.92218,2.39549999,2.89212857,470.65097,2.17,979.16205,1.918671457
2018,8,3.5669565,3.4526088,465.1862914,475.46844,0.35826087,-0.66565216,469.86462,-1.45,1479.2981,-6.40172,-14.396169,1.91,795.77673,814.22253,2.443417383,2.886969566,470.72125,2.23,979.11414,2.010714079
2018,9,3.5410001,3.3445001,466.2778499,475.99655,0.43700001,-0.62449998,469.97626,-1.19,1478.9348,-6.22178,-15.344752,1.95,797.29669,812.11487,2.562999976,2.996294724,470.85739,2.36,979.05493,2.165418118
2018,10,3.7791305,3.5191305,465.1958347,476.42334,0.4740909,-0.67454547,470.10156,-1.22,1478.9559,-6.1745,-13.834886,2.1900001,793.1651,808.43518,2.665981824,3.14985,471.082,2.45,979.59937,2.29952411
2018,11,4.3427272,4.0172729,464.3140117,477.62076,0.39454547,-0.68409091,470.22974,-1.31,1479.2841,-6.23587,-12.810419,2.2,790.94189,806.65887,2.714164996,3.118684995,471.19412,2.45,979.28986,2.403006906
2018,12,4.9435,4.7635002,464.400621,477.67343,0.26941177,-0.68235296,470.3576,-1.48,1479.1346,-6.1543,-12.96349,2.27,784.97198,802.62158,2.654089463,2.824536825,471.27277,2.36,979.04266,2.530868834
2019,1,4.800909,4.5722728,463.8121286,475.80463,0.20681818,-0.62272727,470.51093,-1.65,1479.2965,-6.33975,-13.245531,2.4000001,786.58398,803.53357,2.565147604,2.700204781,471.2406,2.33,980.37183,2.494002952
2019,2,4.2915001,4.1280003,463.1812117,475.64346,0.1075,-0.57699996,470.6857,-1.7,1479.8099,-6.29221,-12.672185,2.4000001,792.10535,807.7973,2.520421053,2.669136838,471.34384,2.32,979.86475,2.455418962
2019,3,3.9338095,4.0085716,462.8202885,475.89679,0.052857142,-0.57857144,470.85025,-1.94,1479.4774,-6.60259,-12.242757,2.4100001,793.87506,811.15369,2.472719034,2.572566691,471.55112,2.26,979.69012,2.40345582
2019,4,3.622381,3.7833333,462.7322991,475.88937,0.0055,-0.59149998,NaN,-2.01,NaN,-6.44305,-11.672611,2.4200001,797.37415,814.86078,2.400276161,2.538619041,471.84872,2.25,980.41931,2.408730447
2019,5,3.9956522,4.0639129,463.4243433,476.9577,-0.076363638,-0.61500001,NaN,-2.32,NaN,-6.82785,-11.194865,2.3900001,795.65759,812.7063,2.326781836,2.409977284,472.01129,2.15,980.4765,2.414468224
2019,6,3.9625001,4.2214999,463.821804,476.64276,-0.26157895,-0.66789472,NaN,-2.83,NaN,-7.08685,-12.161784,2.3800001,796.89069,813.31683,2.003764981,2.090699995,472.19241,1.84,980.4588,2.185719702
2019,7,3.5786364,3.9963636,463.0837933,476.07629,-0.33578947,-0.72217393,NaN,-3.42,NaN,-7.3432,-11.495415,2.4000001,800.50549,816.27258,1.978468185,2.063768176,NaN,1.75,NaN,NaN
2019,8,3.8245454,4.3013635,463.9088404,478.13547,NaN,-0.81681818,NaN,-4.36,NaN,-7.82362,-10.670649,NaN,797.15381,811.82037,1.774559097,1.635968187,NaN,1.5,NaN,NaN
2019,9,3.5176191,3.9438095,463.1422557,478.17361,NaN,-0.75333333,NaN,-4.26,NaN,-7.71973,-9.5654631,NaN,800.03668,816.45966,1.82768001,1.714435005,NaN,1.55,NaN,NaN
2019,10,3.7021739,4.0982609,463.1422557,477.63086,NaN,-0.70583332,NaN,-3.54,NaN,-7.41864,-10.005337,NaN,799.8775,817.48303,1.656240913,1.714895443,NaN,1.46,NaN,NaN
2019,11,3.5785,4.0514998,462.5952725,477.40067,NaN,NaN,NaN,-2.99,NaN,-7.17465,-9.9922647,NaN,804.0708,821.42181,1.645584207,1.832894733,NaN,1.42,NaN,NaN
2019,12,3.2671428,3.7219048,462.6344421,476.84747,NaN,NaN,NaN,-2.32,NaN,-6.40368,-10.556122,NaN,806.35071,822.01245,1.646557132,1.891790481,NaN,1.43,NaN,NaN
